"テーマ情報
5H410,,Ｆ,電気的変量の制御（電圧，電流の制御一般）                                                                                                                                                                                                                                                                                                                                 ,"G05F1/00-1/10,304@Z",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H420,,Ｆ,電気的変量の制御（交流、直流、電力等）                                                                                                                                                                                                                                                                                                                                    ,"G05F1/12-1/44@Z;1/45-1/56;1/56,330-1/613;1/613,320-1/618;1/618,320-7/00",リスト再作成（H06）、1987年以降に発行された文献を解析対象としている                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,○,1987,,
5H430,,Ｆ,トランジスタを用いた連続制御型電源                                                                                                                                                                                                                                                                                                                                          ,"G05F1/445;1/56,310-1/56,320@Z;1/613,310;1/618,310",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H501,,Ｆ,電動機の制御一般                                                                                                                                                                                                                                                                                                                                                                     ,H02P4/00;25/08-25/098;29/00-31/00,"5H550,5H570を統合（H16）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",○,,,
5H505,,Ｆ,交流電動機の制御一般                                                                                                                                                                                                                                                                                                                                                               ,H02P21/00-25/03;25/04;25/10-27/18,"5H575,5H576を統合（H16）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",○,,,
5H530,,Ｆ,電動機の停止                                                                                                                                                                                                                                                                                                                                                                           ,H02P3/00-3/26@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H540,,Ｆ,リニアモータの制御                                                                                                                                                                                                                                                                                                                                                                  ,H02P7/02-7/025;25/032-25/034;25/06-25/066,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H550,○,Ｆ,速度帰還を有する電動機の制御一般                                                                                                                                                                                                                                                                                                                                             ,"(H02P5/00-5/00@Z;5/00,301-5/00,501;7/00,501                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              )",5H501へ変更（H16）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,○,,,
5H560,,Ｆ,無整流子電動機の制御                                                                                                                                                                                                                                                                                                                                                               ,H02P6/00-6/34,リスト再作成（H10）、1980年以降に発行された文献を解析対象としている                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,○,1980,,
5H570,○,Ｆ,速度帰還を有しない電動機の制御一般                                                                                                                                                                                                                                                                                                                                          ,(H02P7/00-7/00@Z;7/01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ),5H501へ変更（H16）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,○,,,
5H571,,Ｆ,直流電動機の制御                                                                                                                                                                                                                                                                                                                                                                     ,H02P7/00;7/03-7/347,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H572,,Ｆ,複数電動機の制御                                                                                                                                                                                                                                                                                                                                                                     ,H02P5/00-5/753,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H575,○,Ｆ,一次周波数制御以外の交流電動機の制御                                                                                                                                                                                                                                                                                                                                       ,(H02P5/28-5/405;5/415-5/44;7/36-7/625;7/635-7/66                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ),5H505へ変更（H16）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,○,,,
5H576,○,Ｆ,交流電動機の一次周波数制御                                                                                                                                                                                                                                                                                                                                                      ,(H02P5/408-5/412@Z;7/628-7/632@Z                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ),リスト再作成（H06）、5H505へ変更（H16）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,○,,,
5H580,,Ｆ,ステッピングモータの制御                                                                                                                                                                                                                                                                                                                                                         ,H02P8/00-8/42,リスト再作成（H06）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,○,,,
5H590,,Ｆ,発電機の制御                                                                                                                                                                                                                                                                                                                                                                           ,H02P9/00-9/48@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H599,,ＦＩ,回転変換機、電動クラッチ、ブレーキの制御                                                                                                                                                                                                                                                                                                                                 ,H02P11/00-17/00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,
5H601,,Ｆ,回転電機の鉄心                                                                                                                                                                                                                                                                                                                                                                        ,H02K1/00-1/16@Z;1/18-1/26@Z;1/28-1/34,リスト再作成旧5H002（H15）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,○,,,
5H603,,Ｆ,電動機、発電機の巻線                                                                                                                                                                                                                                                                                                                                                               ,H02K3/00-3/28@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H604,,Ｆ,電動機、発電機の巻線の絶縁、固着                                                                                                                                                                                                                                                                                                                                             ,H02K3/30-3/52@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H605,,Ｆ,電動機、発電機の外枠                                                                                                                                                                                                                                                                                                                                                               ,H02K5/00-5/26,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H607,,Ｆ,電動機，発電機と機械的装置等との結合                                                                                                                                                                                                                                                                                                                                       ,H02K7/00-7/20,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H609,,Ｆ,電動機、発電機の冷却                                                                                                                                                                                                                                                                                                                                                               ,H02K9/00-9/28@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H611,,Ｆ,電動機，発電機と測定・保護装置等との結合                                                                                                                                                                                                                                                                                                                                 ,H02K11/00-11/40,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H613,,Ｆ,電動機、発電機の集電                                                                                                                                                                                                                                                                                                                                                               ,H02K13/00-13/14,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H615,,Ｆ,電動機、発電機の製造                                                                                                                                                                                                                                                                                                                                                               ,H02K15/00-15/02@Z;15/04-15/16@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H616,,ＦＩ,複数固定子、回転子を有する電動機、発電機                                                                                                                                                                                                                                                                                                                                 ,H02K16/00-16/04,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,
5H619,,Ｆ,同期機                                                                                                                                                                                                                                                                                                                                                                                    ,H02K19/00-19/38,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H621,,Ｆ,永久磁石型同期機                                                                                                                                                                                                                                                                                                                                                                     ,H02K21/00-21/48,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H622,,Ｆ,同期機の永久磁石界磁                                                                                                                                                                                                                                                                                                                                                               ,H02K1/17;1/27-1/2798;15/03-15/03@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H623,,Ｆ,直流機                                                                                                                                                                                                                                                                                                                                                                                    ,H02K23/00-23/68,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H633,,Ｆ,往復動・振動型電動機                                                                                                                                                                                                                                                                                                                                                               ,H02K33/00-33/18@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H637,,ＦＩ,ステッピング電動機                                                                                                                                                                                                                                                                                                                                                                  ,H02K37/00-37/24@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,
5H641,,Ｆ,リニアモータ                                                                                                                                                                                                                                                                                                                                                                           ,H02K41/00-41/06,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
5H644,,ＦＩ,電磁ポンプ、ＭＨＤ発電                                                                                                                                                                                                                                                                                                                                                            ,H02K44/00-44/28,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,
5H649,,部分Ｆ,電動クラッチ，電動ブレーキ                                                                                                                                                                                                                                                                                                                                                      ,H02K49/00-51/00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
